Unnamed: 0,season,firstName,lastName,position,origin,destination,positionType
947,2022,Tyrin,Smith,WR,UTEP,,Offense
948,2022,Caleb,Offord,CB,Notre Dame,Buffalo,Defense
949,2022,A.J.,Campbell,EDGE,UCLA,Kent State,Defense
950,2022,Jalen,McGaughy,WR,Ball State,,Offense
951,2022,Jordan,Weeks,QB,UT San Antonio,,Offense
952,2022,Nick,Evans,DL,UT San Antonio,,Defense
953,2022,Latrell,McCutchin,CB,Oklahoma,USC,Defense
954,2022,Dayton,Toney,WR,Hawai'i,Incarnate Word,Offense
955,2022,Canaan,Clark,OT,East Carolina,,Offense
956,2022,Ahmonte,Watkins,RB,TCU,New Mexico State,Offense
957,2022,Dwayne,Thompson,S,Indiana State,,Defense
958,2022,Sofian,Massoud,QB,Houston,Hampton,Offense
959,2022,Carson,Tabaracci,LB,Utah,USC,Defense
960,2022,Evan,Azzara,OT,Miami (OH),,Offense
961,2022,Peter,Udoibok,WR,Minnesota,Northern Iowa,Offense
962,2022,Andison,Coby,WR,Tennessee,Indiana,Offense
963,2022,Khari,Coleman,EDGE,TCU,Ole Miss,Defense
964,2022,Jaylen,Martin,CB,California,,Defense
965,2022,Jayce,Medlock,TE,Connecticut,Alabama State,Offense
966,2022,Jojo,Falo,DL,Cal Poly,Hawai'i,Defense
967,2022,Jadon,Jackson,WR,Ole Miss,Kansas State,Offense
968,2022,Amir,Abdur-Rahman,WR,Vanderbilt,Ball State,Offense
969,2022,Doug,Brumfield,QB,UNLV,UNLV,Offense
970,2022,Tirek,Austin-Cave,LB,Miami,West Virginia,Defense
971,2022,Osita,Smith,S,Maryland,,Defense
972,2022,Da'Veawn,Armstead,S,TCU,Sam Houston State,Defense
973,2022,Alex,Williams,EDGE,Vanderbilt,,Defense
974,2022,Zach,Portlock,LB,Southern Mississippi,,Defense
975,2022,Terion,Sugick,DL,Vanderbilt,Arkansas State,Defense
976,2022,Lloyd,Murray Jr.,DL,Colorado,Sam Houston State,Defense
977,2022,Jarveon,Howard,RB,Syracuse,Alcorn State,Offense
978,2022,James,Gordon IV,LB,Minnesota,South Florida,Defense
979,2022,Anthony,Solomon,LB,Michigan,Arizona,Defense
980,2022,Cole,Daniels,DL,South Alabama,,Defense
981,2022,Colby,Reeder,LB,Delaware,Iowa State,Defense
982,2022,Alexandre,Dumais,DL,Fresno State,,Defense
983,2022,Mychal,Victor,CB,UNLV,,Defense
984,2022,Austin,Jarrard,TE,Oklahoma State,Sacramento State,Offense
985,2022,Nehki,Meredith,S,NC State,,Defense
986,2022,Elijah,Cooks,WR,Nevada,San José State,Offense
987,2022,Arna,Bontemps,S,Washington State,,Defense
988,2022,Vincent,Murphy,IOL,South Carolina,Western Kentucky,Offense
989,2022,Jordan,Carmouche,LB,Houston,Arkansas State,Defense
990,2022,Cinque,Williams,S,North Texas,,Defense
991,2022,Hunter,Green,S,Virginia Tech,,Defense
992,2022,Quinn,Potts,S,New Mexico,,Defense
993,2022,Tyrek,Tisdale,RB,Florida Atlantic,St. Thomas University,Offense
994,2022,Tyler,Rudolph,S,Penn State,UMass,Defense
995,2022,Jermaine,Burton,WR,Georgia,Alabama,Offense
996,2022,Nickolas,Tshivuadi,WR,South Florida,,Offense
997,2022,Teon,Dollard,RB,Akron,,Offense
998,2022,Blake,Grupe,K,Arkansas State,Notre Dame,Special
999,2022,Steven,Stilianos,TE,Lafayette,Iowa,Offense
1000,2022,Caleb,Johnson,LB,UCLA,Miami,Defense
1001,2022,Larry,Hodges,TE,Miami,Middle Tennessee,Offense
1002,2022,Malik,Jackson,TE,Maryland,,Offense
1003,2022,Daniel,Bushland,WR,Texas A&M,,Offense
1004,2022,Jarrett,Preston,S,UT San Antonio,UT San Antonio,Defense
1005,2022,Desmond,Hutson,WR,Iowa,,Offense
1006,2022,Ryan,Johnson,DL,Stanford,Northwestern,Defense
1007,2022,Miles,Marshall,WR,Indiana,Miami (OH),Offense
1008,2022,Jadan,Blue,WR,Temple,Virginia Tech,Offense
1009,2022,Jasir,Cox,OLB,North Dakota State,West Virginia,Defense
1010,2022,Tyler,Stephens,TE,Buffalo,Missouri,Offense
1011,2022,Nelson,Mbanasor,DL,Louisiana Tech,,Defense
1012,2022,Darion,Green-Warren,CB,Michigan,Nevada,Defense
1013,2022,Travis,Dye,RB,Oregon,USC,Offense
1014,2022,Joey,Ramos,OT,Iowa State,Arizona State,Offense
1015,2022,Devonte,Nelson,CB,Memphis,,Defense
1016,2022,Nick,DeGennaro,WR,Maryland,,Offense
1017,2022,Cade,Fortin,QB,South Florida,Arkansas,Offense
1018,2022,Hunter,Johnson,QB,Northwestern,Clemson,Offense
1019,2022,Litchfield,Ajavon,S,Notre Dame,Rice,Defense
1020,2022,Andrew,Brito,QB,UCF,,Offense
1021,2022,Julius,Bolden,RB,Northern Illinois,,Offense
1022,2022,Christian,Singleton,RB,Western Michigan,,Offense
1023,2022,Randy,Jordan Jr.,CB,Fresno State,,Defense
1024,2022,Brooks,Weeks,LB,Troy,,Defense
1025,2022,Carson,Smith,TE,Washington,,Offense
1026,2022,Jeff,Marks,DL,Purdue,,Defense
1027,2022,OrTre,Smith,WR,South Carolina,North Carolina Central,Offense
1028,2022,Jayden,Williams,CB,USC,Louisville,Defense
1029,2022,JP,Andrade,QB,Ohio State,,Offense
1030,2022,Cam,Williams,DL,Troy,,Defense
1031,2022,Garrett,Jones,IOL,Kansas,,Offense
1032,2022,Maninoa,Tufono,DL,USC,,Defense
1033,2022,Tyson,Bagent,QB,Shepherd,Shepherd,Offense
1034,2022,Gaven,Haselhorst,LB,Kansas State,Fort Hays State,Defense
1035,2022,Solomon,Brown,CB,Minnesota,Buffalo,Defense
1036,2022,Max,Fisher,WR,NC State,,Offense
1037,2022,DJ,Sims,WR,Virginia Tech,,Offense
1038,2022,Adam,Barry,P,Temple,Oregon,Special
1039,2022,Nick,Curtis,LB,Auburn,,Defense
1040,2022,Sokoya,McDuffie,DL,Old Dominion,Connecticut,Defense
1041,2022,Cole,Feinauer,OT,Colorado State,Nevada,Offense
1042,2022,Davontae,McCrae,SDE,North Texas,,Defense
1043,2022,Stephen,Ruiz,K,Boston College,Indiana State,Special
1044,2022,Tremayne,Prudhomme,CB,Texas,,Defense
1045,2022,Ian,Mathews,DL,Auburn,Missouri,Defense
1046,2022,Darius,Muasau,LB,Hawai'i,UCLA,Defense
1047,2022,J.D.,DiRenzo,OT,Sacred Heart,Rutgers,Offense
1048,2022,Agiye,Hall,WR,Alabama,Texas,Offense
1049,2022,Anthony,Hundley,DL,UCF,,Defense
1050,2022,Naijee,Jones,S,Rutgers,Kent State,Defense
1051,2022,Victory,Vaka,DL,BYU,,Defense
1052,2022,Mohamoud,Diabate,LB,Florida,Utah,Defense
1053,2022,Rod,Green,IOL,Grambling,,Offense
1054,2022,Andrew,VanBuren,RB,Boise State,Portland State,Offense
1055,2022,D'Marcus,Adams,WR,Florida Atlantic,Syracuse,Offense
1056,2022,Brendan,Bordner,IOL,Rutgers,Florida Atlantic,Offense
1057,2022,Solomon,Wright,DL,Arkansas,Oklahoma State,Defense
1058,2022,Isaiah,Jacobs,RB,Maryland,,Offense
1059,2022,Kason,Martin,QB,North Texas,Eastern New Mexico,Offense
1060,2022,Keithron,Lee,WR,Texas,,Offense
1061,2022,Dominick,Hill,CB,South Carolina,Temple,Defense
1062,2022,Kody,Fulp,LB,North Texas,,Defense
1063,2022,Xavier,Young,DL,Washington State,,Defense
1064,2022,Joey,Carroll,OT,Bowling Green,,Offense
1065,2022,Matthew,Hightower,LB,Tulane,,Defense
1066,2022,Aamaris,Brown,S,Kansas State,South Florida,Defense
1067,2022,JoJo,Johnson,CB,Notre Dame,,Defense
1068,2022,Daniel,Barker,TE,Illinois,Michigan State,Offense
1069,2022,Ben,Dinkel,P,South Dakota State,,Special
1070,2022,Derek,Green,QB,SMU,Long Island University,Offense
1071,2022,Darius,Hodges,LB,Tulane,Tulane,Defense
1072,2022,Simeon,Evans,QB,Army,Sam Houston State,Offense
1073,2022,Aaron,Allen,QB,Louisiana Tech,Alcorn State,Offense
1074,2022,K'Rojhn,Calbert,OT,Tennessee,Eastern Kentucky,Offense
1075,2022,Branden,Coleman,CB,Colorado State,,Defense
1076,2022,Dacoda,Weaver,OT,Florida Atlantic,Delta State,Offense
1077,2022,Jiovanny,Holmes,S,Boston College,,Defense
1078,2022,Velton,Gardner,RB,Kansas,Grambling,Offense
1079,2022,Jamari,Stewart,EDGE,South Florida,,Defense
1080,2022,Jairus,Satiu,LB,Virginia,,Defense
1081,2022,Gabriel,Iniguez,EDGE,Hawai'i,,Defense
1082,2022,Tyrese,Williams,IOL,Oklahoma State,Oklahoma State,Offense
1083,2022,Tyson,Watson,DL,Michigan State,UMass,Defense
1084,2022,Conner,Parsons,IOL,Louisiana Monroe,,Offense
1085,2022,Kelin,Burrle,LB,Arkansas,,Defense
1086,2022,Tavis,Lee,LB,West Virginia,,Defense
1087,2022,Chris,Scruggs Jr.,WR,Southern Mississippi,,Offense
1088,2022,Rico,Frye,RB,Bowling Green,,Offense
1089,2022,Aaron,Holloway,WR,UNLV,,Offense
1090,2022,Donovan,Eaglin,RB,Michigan State,,Offense
1091,2022,Jalen,Monrrow,SDE,Cincinnati,,Defense
1092,2022,Tymon,Mitchell,DL,Georgia,TCU,Defense
1093,2022,Toby,Ndukwe,LB,SMU,Sam Houston State,Defense
1094,2022,Ajou,Ajou,WR,Clemson,South Florida,Offense
1095,2022,Austin,Jones,RB,Stanford,USC,Offense
1096,2022,Alex,Okelo,WDE,Michigan State,,Defense
1097,2022,Jeremiah,Lewis,CB,Duke,,Defense
1098,2022,Torrance,Davis,RB,Kentucky,,Offense
1099,2022,Sam,Crawford,WR,Tulsa,Rice,Offense
1100,2022,Robby,Rochester,OT,Connecticut,TCU,Offense
1101,2022,Stan,Livingstone Jr.,CB,San José State,Tuskegee,Defense
1102,2022,Tyrone,Barber,DL,South Florida,,Defense
1103,2022,Amauri,Pesek-Hickson,RB,Kansas,Northern Iowa,Offense
1104,2022,Zamari,Ellis,EDGE,Duke,,Defense
1105,2022,Damian,Lopez,IOL,USC,,Offense
1106,2022,Wynden,Ho'ohuli,LB,Nebraska,Hawai'i,Defense
1107,2022,Curley,Young,LB,California,,Defense
1108,2022,Chase,Mason,QB,Nebraska,South Dakota State,Offense
1109,2022,Cade,Bennett,OT,Oklahoma State,San Diego State,Offense
1110,2022,Jake,Pope,OT,Kentucky,,Offense
1111,2022,Mike,Ciaffoni,IOL,Colorado State,Rutgers,Offense
1112,2022,Gabe,Lemons,CB,Oklahoma State,,Defense
1113,2022,Justin,Robinson,WR,Georgia,Mississippi State,Offense
1114,2022,Levar,Gumms,WR,Central Michigan,,Offense
1115,2022,Rafael,McCoy,WR,Old Dominion,,Offense
1116,2022,Isaiah,Epps,WR,Kentucky,Tulsa,Offense
1117,2022,TJ,Graham,WR,Texas State,,Offense
1118,2022,Jawaun,Johnson,WR,Louisiana Tech,,Offense
1119,2022,Ro,Torrence,CB,Auburn,Arizona State,Defense
1120,2022,Jermaine,McMillian,S,UCF,UMass,Defense
1121,2022,Lowell,Narcisse,QB,UT San Antonio,Nicholls,Offense
1122,2022,Luke,Soto,TE,UTEP,,Offense
1123,2022,Stone,Hollenbach,QB,Alabama,Western Michigan,Offense
1124,2022,Dante,Zanders,DL,Florida,Florida,Defense
1125,2022,Marcus,Bragg,DL,Western Kentucky,Auburn,Defense
1126,2022,Shaundre,Mims,DL,Charleston Southern,East Carolina,Defense
1127,2022,Dino,Tomlin,WR,Maryland,Boston College,Offense
1128,2022,Ulysses,Bentley,RB,SMU,Ole Miss,Offense
1129,2022,Tre'mond,Shorts,IOL,East Tennessee State,LSU,Offense
1130,2022,Hunter,Nourzad,IOL,Cornell,Penn State,Offense
1131,2022,Christian,Beal-Smith,RB,Wake Forest,South Carolina,Offense
1132,2022,Casey,Collier,OT,USC,Oklahoma State,Offense
1133,2022,Jason,Eaton,OT,Eastern Michigan,,Offense
1134,2022,Jordan,Morant,S,Michigan,Mississippi State,Defense
1135,2022,Luke,Lane,IOL,Indiana,Chattanooga,Offense
1136,2022,Nick,Mercer,EDGE,Georgia Southern,,Defense
1137,2022,Jack,Kristofek,QB,Mississippi State,Arkansas State,Offense
1138,2022,Raymond,Scott,LB,USC,Fresno State,Defense
1139,2022,Brendan,Tuholski,TE,UC Davis,,Offense
1140,2022,Baylor,Cupp,TE,Texas A&M,Texas Tech,Offense
1141,2022,Owen,Condon,OT,Georgia,SMU,Offense
1142,2022,Raheme,Fuller,CB,Middle Tennessee,,Defense
1143,2022,Brayden,DeVault-Smith,LB,Vanderbilt,Samford,Defense
1144,2022,Isheem,Young,S,Iowa State,Ole Miss,Defense
1145,2022,Caleb,Williams,QB,Oklahoma,USC,Offense
1146,2022,Omar,Brown,CB,Northern Iowa,Nebraska,Defense
1147,2022,Jarett,Garner,WR,Duke,East Carolina,Offense
1148,2022,Patrick,Lucas Jr.,DL,Ole Miss,Indiana,Defense
1149,2022,Clay,Webb,IOL,Georgia,Jacksonville State,Offense
1150,2022,Ben,Langston,S,Missouri,,Defense
1151,2022,Matt,Bjorson,TE,Indiana,Miami (OH),Offense
1152,2022,Tyrone,Tracy,WR,Iowa,Purdue,Offense
1153,2022,Ty'Ron,Hopper,LB,Florida,Missouri,Defense
1154,2022,Fred,Jackson,RB,Coastal Carolina,,Offense
1155,2022,Semaj,Verner,S,Boise State,,Defense
1156,2022,Cam,Phillips,S,Arizona State,,Defense
1157,2022,Spencer,Lovell,OT,Arizona State,California,Offense
1158,2022,Katravis,Geter Jr.,RB,Florida International,,Offense
1159,2022,Eriq,Gilyard,LB,UCF,Kansas,Defense
1160,2022,Deondre,Jackson,RB,Texas A&M,Oklahoma State,Offense
1161,2022,Brey,Walker,OT,Oklahoma,,Offense
1162,2022,Jaelen,Crider,DL,Toledo,,Defense
1163,2022,Cooper,Shults,TE,Oregon,Nevada,Offense
1164,2022,Mac,Hollensteiner,OT,Georgetown,Virginia,Offense
1165,2022,Donny,Navarro,WR,Illinois,Northwestern,Offense
1166,2022,Andrew,Mims,LB,South Florida,,Defense
1167,2022,Tyon,Merchant,CB,Texas State,,Defense
1168,2022,Koby,Perry,S,Austin Peay,UCF,Defense
1169,2022,Brian,Cobbs,WR,Maryland,Utah State,Offense
1170,2022,Kenan,Christon,RB,USC,San Diego State,Offense
1171,2022,MJ,Tafisi,LB,Washington,Utah State,Defense
1172,2022,Trustin,Oliver,S,Colorado,Central Arkansas,Defense
1173,2022,Javione,Carr,CB,Arizona,Kansas State,Defense
1174,2022,Cameron,Threatt,CB,Mississippi State,Akron,Defense
1175,2022,Nick,Lewis,OT,Arkansas State,,Offense
1176,2022,Mahdi,Hazime,IOL,Michigan,,Offense
1177,2022,Cornelious,Brown,QB,Georgia State,UT Martin,Offense
1178,2022,Devin,Chandler,WR,Wisconsin,Virginia,Offense
1179,2022,Cesar,Reyes,OT,South Florida,,Offense
1180,2022,Jalen,Alexander,S,Duke,Louisville,Defense
1181,2022,Cade,Beresford,OT,Washington State,Boise State,Offense
1182,2022,Dazalin,Worsham,WR,Miami,Auburn,Offense
1183,2022,Bralyn,Oliver,S,Louisville,Syracuse,Defense
1184,2022,La'andre,Thomas,S,Memphis,,Defense
1185,2022,Daniel,Johnson,TE,Kent State,,Offense
1186,2022,Wayne,Taulapapa,RB,Virginia,Washington,Offense
1187,2022,Jordan,Eubanks,LB,Florida State,UNLV,Defense
1188,2022,Rashad,Scott,WR,San Diego State,,Offense
1189,2022,Zach,Evans,RB,TCU,Ole Miss,Offense
1190,2022,Jalen,Jordan,CB,Ole Miss,South Alabama,Defense
1191,2022,Javien,Clemmer,ATH,New Mexico State,,ATH
1192,2022,Isaiah,Esdale,WR,West Virginia,Rice,Offense
1193,2022,Nigel,Fitzgerald,WR,Old Dominion,Connecticut,Offense
1194,2022,Jeremy,Moussa,QB,Vanderbilt,Florida A&M,Offense
1195,2022,Jarius,Monroe,S,Nicholls,Tulane,Defense
1196,2022,Dontae,Keys,IOL,Florida International,Colorado State,Offense
1197,2022,Cortez,Andrews,LB,Florida State,,Defense
1198,2022,Tyrone,Howell,WR,Kansas State,Louisiana Monroe,Offense
1199,2022,Jamal,Morris,LB,Oklahoma,Houston,Defense
1200,2022,CJ,Jones,RB,Western Kentucky,Western Kentucky,Offense
1201,2022,Stone,Earle,PRO,Abilene Christian,North Texas,Offense
1202,2022,Justin,Redd,IOL,Norfolk State,East Carolina,Offense
1203,2022,Orlando,Jones,RB,SMU,,Offense
1204,2022,Lee,Hunter,DL,Auburn,UCF,Defense
1205,2022,Cody,Jones,CB,UMass,Georgia State,Defense
1206,2022,Andrew,Cole,DL,Southern Mississippi,,Defense
1207,2022,Marcis,Floyd,CB,Murray State,West Virginia,Defense
1208,2022,Hunter,Sellers,CB,Pittsburgh,New Mexico,Defense
1209,2022,Drew,Sanders,LB,Alabama,Arkansas,Defense
1210,2022,Joseph,Daniels Jr.,CB,Indiana,Georgia,Defense
1211,2022,Tyler,Gore,CB,Georgia State,UT Martin,Defense
1212,2022,Ryan,Watts,CB,Ohio State,Texas,Defense
1213,2022,Bobby,Haskins,OT,Virginia,USC,Offense
1214,2022,Jarret,Doege,QB,West Virginia,Western Kentucky,Offense
1215,2022,Aidan,Robbins,RB,Louisville,UNLV,Offense
1216,2022,Matt,Lowe,IOL,Fresno State,,Offense
1217,2022,Noah,Taylor,LB,Virginia,North Carolina,Defense
1218,2022,Lejond,Cavazos,CB,Ohio State,North Carolina,Defense
1219,2022,Bryce,Veasley,QB,Duquesne,,Offense
1220,2022,Chase,Wyatt,P,Indiana,Ball State,Special
1221,2022,Corey,Suttle,DL,Iowa State,Miami (OH),Defense
1222,2022,Tiyon,Evans,RB,Tennessee,Louisville,Offense
1223,2022,Chris,Miller,CB,Colorado,,Defense
1224,2022,Kaemen,Marley,WR,Tennessee,,Offense
1225,2022,Saeed,Holt,S,Toledo,,Defense
1226,2022,Devlin,Kirklin,S,New Mexico State,,Defense
1227,2022,Justus,Woods,RB,Stanford,,Offense
1228,2022,Brian,Edwards,CB,Central Michigan,,Defense
1229,2022,Grant,Stephens,OT,Colorado State,Washington State,Offense
1230,2022,Zxaequan,Reeves,CB,Missouri,Coastal Carolina,Defense
1231,2022,CJ,Crump,CB,East Carolina,,Defense
1232,2022,Joshua,Sauickie,IOL,Air Force,,Offense
1233,2022,Luke,Eckardt,OT,Arizona,Colorado,Offense
1234,2022,DeaMonte,Trayanum,LB,Arizona State,Ohio State,Defense
1235,2022,Mark,Pope,WR,Miami,Jackson State,Offense
1236,2022,Marquis,Robinson,DL,Auburn,,Defense
1237,2022,Dillon,Markiewicz,QB,Syracuse,Texas State,Offense
1238,2022,Sevyn,Banks,CB,Ohio State,LSU,Defense
1239,2022,Montrell,Johnson,RB,Louisiana,Florida,Offense
1240,2022,Will,Latu,LB,Washington,,Defense
1241,2022,Cam'Ron,Ransom,QB,Georgia Southern,,Offense
1242,2022,Brock,Sturges,RB,Texas State,,Offense
1243,2022,Darvon,Hubbard,RB,Texas A&M,Temple,Offense
1244,2022,Ibrahim,Kante,EDGE,NC State,Buffalo,Defense
1245,2022,Armondous,Cooley,DL,Mississippi State,Southern Mississippi,Defense
1246,2022,Chris,Harris Jr.,LB,Georgia Southern,,Defense
1247,2022,Josh,Trice,CB,Georgia Southern,,Defense
1248,2022,Jalen,Kimber,CB,Georgia,Florida,Defense
1249,2022,Rico,Small,WR,Eastern Michigan,,Offense
1250,2022,Hayes,Gibson,QB,Iowa State,,Offense
1251,2022,Dorian,Wesley,DL,Toledo,,Defense
1252,2022,Tru,Edwards,WR,Hawai'i,,Offense
1253,2022,Jake,Haener,QB,Fresno State,Fresno State,Offense
1254,2022,McKenzie,Barnes,CB,Arizona,,Defense
1255,2022,Ian,Williams,K,NC State,,Special
1256,2022,Isaiah,Velez,QB,Florida International,,Offense
1257,2022,Paul,Tyson,QB,Alabama,Arizona State,Offense
1258,2022,Marcus,Banks,CB,Alabama,Mississippi State,Defense
1259,2022,Mekhi,Williams-Garner,S,Louisiana,LSU,Defense
1260,2022,Antonio,Fletcher,S,Arkansas State,Southern Illinois,Defense
1261,2022,Benny,McCray IV,CB,Florida International,,Defense
1262,2022,Ben,VanSumeren,LB,Michigan State,Michigan State,Defense
1263,2022,Deshawn,Holt,EDGE,Maryland,Toledo,Defense
1264,2022,Jaquaez,Powell,IOL,East Carolina,,Offense
1265,2022,Tyrell,Robinson,RB,Army,,Offense
1266,2022,Lorenza,Surgers,DL,Vanderbilt,Minnesota,Defense
1267,2022,Myles,Cecil,DL,Cal Poly,Vanderbilt,Defense
1268,2022,Detravion,Green,S,Arkansas State,Central Arkansas,Defense
1269,2022,Rickey,Hyatt,S,Kentucky,South Alabama,Defense
1270,2022,Chance,Lytle,OT,Colorado,Duke,Offense
1271,2022,Nikko,Remigio,WR,California,Fresno State,Offense
1272,2022,Mekhi,Blackmon,CB,Colorado,USC,Defense
1273,2022,Jaylin,Davies,CB,Oregon,UCLA,Defense
1274,2022,Tyrik,McDaniel,ATH,Old Dominion,,ATH
1275,2022,Marshawn,Buchanan,WR,Washington State,,Offense
1276,2022,Trevor,Arnett,IOL,Florida International,,Offense
1277,2022,Londyn,Craft,S,Mississippi State,,Defense
1278,2022,Frankie,Burgess,LB,Maryland,,Defense
1279,2022,Khafre,Brown,WR,North Carolina,South Florida,Offense
1280,2022,A.J.,Davis,RB,Pittsburgh,James Madison,Offense
1281,2022,John Rhys,Plumlee,QB,UCF,UCF,Offense
1282,2022,Marquae,Kirkendoll,CB,New Mexico,,Defense
1283,2022,Sincere,David,DL,Ole Miss,,Defense
1284,2022,Jacob,Clark,QB,Minnesota,Missouri State,Offense
1285,2022,Sam,Brown,WR,West Virginia,Houston,Offense
1286,2022,Cameron,Ward,QB,Incarnate Word,Washington State,Offense
1287,2022,Mykal,McLeod,OT,Southern Mississippi,,Offense
1288,2022,Preston,Lavant,LB,Pittsburgh,,Defense
1289,2022,Justin,Clark,CB,Toledo,Wisconsin,Defense
1290,2022,Brian,Buschini,P,Montana,Nebraska,Special
1291,2022,Sean,McGonigal,LB,South Carolina,,Defense
1292,2022,Ani,Izuchukwu,EDGE,Mississippi State,Tulsa,Defense
1293,2022,Joshua,Carter,ILB,South Alabama,,Defense
1294,2022,Bryan,Gagg,QB,East Carolina,,Offense
1295,2022,Donald,McKinney,WR,San José State,Western Illinois,Offense
1296,2022,Jerome,Buckner,WR,Ohio,,Offense
1297,2022,Nick,D'Ambra,ATH,Western Illinois,Fresno State,ATH
1298,2022,Quinn,Ewers,QB,Ohio State,Texas,Offense
1299,2022,Lucious,Stanley,RB,UAB,,Offense
1300,2022,J'Marion,Gooch,OT,Missouri,,Offense
1301,2022,Todd,Centeio,QB,Colorado State,James Madison,Offense
1302,2022,Devonta,Lee,WR,LSU,Louisiana Tech,Offense
1303,2022,Steele,Dubar,LB,Colorado,,Defense
1304,2022,Brian,Greene,IOL,Washington State,Michigan State,Offense
1305,2022,Mikel,Barkley,WR,TCU,,Offense
1306,2022,Solomon,Byrd,DL,Wyoming,USC,Defense
1307,2022,Devunte,Dawson,CB,UCF,,Defense
1308,2022,Mohamed,Sanogo,LB,Ole Miss,Louisville,Defense
1309,2022,Cecil,Singleton,CB,Miami (OH),,Defense
1310,2022,Shepherd,Bowling,LB,Army,Rice,Defense
1311,2022,Malcolm,Johnson,LB,UNLV,,Defense
1312,2022,Khari,Gee,S,Notre Dame,Georgia Tech,Defense
1313,2022,Myles,Williamson,CB,Bowling Green,,Defense
1314,2022,Lovasea,Carroll,RB,Georgia,South Carolina,Offense
1315,2022,Jack,Abraham,QB,Mississippi State,Missouri,Offense
1316,2022,Kamal,Gray,QB,Temple,Stetson,Offense
1317,2022,Ben,Hines,LB,Washington,,Defense
1318,2022,Jacolbe,Cowan,DL,Ohio State,North Carolina,Defense
1319,2022,Zephaniah,Maea,LB,Colorado,Southern,Defense
1320,2022,Davon,Martin,CB,Middle Tennessee,,Defense
1321,2022,Jayden,Chalmers,CB,East Carolina,Campbell,Defense
1322,2022,Dorian,Hardy,DL,East Carolina,,Defense
1323,2022,Bobby,Cole,RB,New Mexico,,Offense
1324,2022,Brian,Polendey,TE,Colorado State,West Virginia,Offense
1325,2022,Aaron,Willis,LB,Tennessee,Houston,Defense
1326,2022,Peni,Naulu,RB,Washington State,Northern Iowa,Offense
1327,2022,Nicholas,Days,LB,Western Kentucky,,Defense
1328,2022,Rosendo,Louis,LB,South Carolina,,Defense
1329,2022,Keith,Miller,WR,Colorado,Texas A&M Commerce,Offense
1330,2022,Tyler,Guyton,OT,TCU,Oklahoma,Offense
1331,2022,Camar,Wheaton,RB,Alabama,SMU,Offense
1332,2022,Bishop,Johnson,RB,Army,,Offense
1333,2022,Zach,Breaux,IOL,Louisiana Monroe,Jackson State,Offense
1334,2022,Alijah,Clark,CB,Rutgers,Syracuse,Defense
1335,2022,Micaiah,Overton,DL,Liberty,Texas A&M,Defense
1336,2022,Dominique,Shoffner,QB,Charlotte,,Offense
1337,2022,Geoff,Cantin-Arku,LB,Syracuse,Memphis,Defense
1338,2022,Woobendy,Guerrier,CB,Akron,,Defense
1339,2022,Greedy,Vance,CB,Louisville,Florida State,Defense
1340,2022,Quavon,Matthews,WR,Iowa,,Offense
1341,2022,Isaac,Garcia,LB,Fresno State,,Defense
1342,2022,Justin,Tomlin,QB,Georgia Southern,,Offense
1343,2022,Maverick,McIvor,QB,Texas Tech,Abilene Christian,Offense
1344,2022,Des,Holmes,IOL,Penn State,Arizona State,Offense
1345,2022,Gavin,McCabe,DL,Indiana,,Defense
1346,2022,Nik,Scalzo,QB,Kentucky,Samford,Offense
1347,2022,Kameren,Stewart,OT,Coastal Carolina,,Offense
1348,2022,Josh,Griffis,EDGE,Florida State,Jackson State,Defense
1349,2022,Lamar,Goods,DL,Florida,,Defense
1350,2022,Noah,Palmer,DL,Pittsburgh,,Defense
1351,2022,Reece,Jesse,WR,Louisville,,Offense
1352,2022,Tyler,Barnes,CB,Southern Mississippi,,Defense
1353,2022,Vito,Calvaruso,K,Arkansas,Wisconsin,Special
1354,2022,Noah,Whittington,WR,Western Kentucky,,Offense
1355,2022,Knowledge,McDaniel,RB,Marshall,,Offense
1356,2022,Paul,Moala,S,Notre Dame,,Defense
1357,2022,Aaron,Pierre,S,Liberty,,Defense
1358,2022,Femi,Sakiri,IOL,Connecticut,,Offense
1359,2022,Jaelon,Travis,WR,Kansas State,Butler County (KS),Offense
1360,2022,Zukudo,Igwenagu,EDGE,Rutgers,UMass,Defense
1361,2022,Wylan,Free,CB,Fresno State,Georgia Southern,Defense
1362,2022,Michael,Lantz,K,Minnesota,Georgia Southern,Special
1363,2022,Devonte,Wilson,CB,Kansas,Florida A&M,Defense
1364,2022,Peter,Montini,LB,Nevada,Colorado State,Defense
1365,2022,Jack,Wilty,IOL,Northern Illinois,Iowa Central C.C.,Offense
1366,2022,Amir,Howard,CB,Arkansas State,,Defense
1367,2022,Marcel,Walker,WR,Southern Connecticut State,Nevada,Offense
1368,2022,Jacob,Lewis,K,Ball State,Minnesota,Special
1369,2022,Nick,Turner,CB,Arkansas,Toledo,Defense
1370,2022,Cam'ron,Jones,CB,SMU,Grambling,Defense
1371,2022,Charles,Bell VI,S,Marshall,Alabama A&M,Defense
1372,2022,Hayes,Crockett,QB,Louisiana Monroe,,Offense
1373,2022,Gerald,Mincey,OT,Florida,Tennessee,Offense
1374,2022,Sammy,Faustin,S,Michigan,UMass,Defense
1375,2022,Timmy,Bleekrode,K,Furman,Nebraska,Special
1376,2022,Jordon,Brookshire,QB,San Diego State,,Offense
1377,2022,Jadarius,Green-McKnight,S,Florida State,Marshall,Defense
